Tick,Best Score,Average Score
0.0,36,-260.6257142857143
1.0,70,-240.24
2.0,76,-225.99714285714285
3.0,76,-210.1742857142857
4.0,76,-204.36857142857144
5.0,76,-193.79142857142858
6.0,76,-182.62285714285716
7.0,80,-167.60285714285715
8.0,94,-153.96571428571428
9.0,94,-139.4542857142857
10.0,94,-123.09142857142857
11.0,94,-110.27714285714286
12.0,94,-95.69142857142857
13.0,128,-81.92571428571429
14.0,128,-67.94
15.0,138,-57.177142857142854
16.0,138,-49.45142857142857
17.0,138,-39.03142857142857
18.0,138,-36.34285714285714
19.0,138,-29.12
20.0,138,-25.554285714285715
21.0,138,-22.1
22.0,138,-16.28
23.0,138,-14.705714285714286
24.0,138,-12.508571428571429
25.0,138,-11.031428571428572
26.0,138,-9.9
27.0,138,-8.848571428571429
28.0,138,-8.36
29.0,138,-7.868571428571428
30.0,138,-5.488571428571428
31.0,138,-3.9828571428571427
32.0,138,-2.7942857142857145
33.0,138,-2.117142857142857
34.0,138,-0.88
35.0,138,-0.5057142857142857
36.0,138,0.4057142857142857
37.0,138,0.76
38.0,138,1.0657142857142856
39.0,138,1.74
40.0,138,2.322857142857143
41.0,138,2.5114285714285716
42.0,138,3.0085714285714285
43.0,138,3.162857142857143
44.0,138,3.702857142857143
45.0,138,4.214285714285714
46.0,138,4.454285714285715
47.0,138,5.1657142857142855
48.0,138,5.462857142857143
49.0,138,5.591428571428572
50.0,138,6.26
51.0,138,6.597142857142857
52.0,138,6.911428571428571
53.0,138,7.06
54.0,138,7.074285714285714
55.0,138,7.114285714285714
56.0,138,7.311428571428571
57.0,138,7.662857142857143
58.0,138,8.43142857142857
59.0,138,8.645714285714286
60.0,165,9.242857142857142
61.0,165,9.957142857142857
62.0,165,10.217142857142857
63.0,165,10.98
64.0,165,11.94
65.0,165,11.94
66.0,165,12.06857142857143
67.0,165,12.3
68.0,165,12.6
69.0,165,12.628571428571428
70.0,165,12.785714285714286
71.0,165,12.914285714285715
72.0,165,13.122857142857143
73.0,165,13.148571428571428
74.0,165,13.277142857142858
75.0,165,13.291428571428572
76.0,165,13.294285714285714
77.0,165,13.882857142857143
78.0,165,14.074285714285715
79.0,165,14.491428571428571
80.0,165,14.59142857142857
81.0,165,14.631428571428572
82.0,165,14.731428571428571
83.0,165,14.748571428571429
84.0,165,14.791428571428572
85.0,165,14.937142857142858
86.0,165,15.031428571428572
87.0,165,15.462857142857143
88.0,165,15.56
89.0,165,15.808571428571428
90.0,165,16.285714285714285
91.0,165,16.34285714285714
92.0,165,16.442857142857143
93.0,165,16.457142857142856
94.0,165,16.591428571428573
95.0,165,16.814285714285713
96.0,165,17.114285714285714
97.0,165,17.377142857142857
98.0,165,17.517142857142858
99.0,165,18.02
100.0,165,18.257142857142856
101.0,165,18.337142857142858
102.0,165,18.37142857142857
103.0,165,18.594285714285714
104.0,165,18.63714285714286
105.0,165,19.12857142857143
106.0,165,19.354285714285716
107.0,165,19.36857142857143
108.0,165,19.48857142857143
109.0,165,19.617142857142856
110.0,165,19.68857142857143
111.0,165,19.68857142857143
112.0,165,19.717142857142857
113.0,165,19.757142857142856
114.0,165,19.914285714285715
115.0,165,19.965714285714284
116.0,165,20.01142857142857
117.0,165,20.14857142857143
118.0,165,20.14857142857143
119.0,165,20.494285714285713
120.0,165,20.86285714285714
121.0,165,20.962857142857143
122.0,165,21.034285714285716
123.0,165,21.271428571428572
124.0,165,21.285714285714285
125.0,165,21.285714285714285
126.0,165,21.33142857142857
127.0,165,21.33142857142857
128.0,165,21.33142857142857
129.0,165,21.39142857142857
130.0,165,21.405714285714286
131.0,165,21.47714285714286
132.0,165,21.47714285714286
133.0,165,21.554285714285715
134.0,165,21.554285714285715
135.0,165,21.554285714285715
136.0,165,21.64
137.0,165,21.797142857142855
138.0,165,21.797142857142855
139.0,165,21.797142857142855
140.0,165,21.84
141.0,165,22.034285714285716
142.0,165,22.274285714285714
143.0,165,22.445714285714285
144.0,165,22.445714285714285
145.0,165,22.47142857142857
146.0,165,22.517142857142858
147.0,165,22.8
148.0,165,23.045714285714286
149.0,165,23.045714285714286
150.0,165,23.271428571428572
151.0,165,23.271428571428572
152.0,165,23.271428571428572
153.0,165,23.271428571428572
154.0,165,23.405714285714286
155.0,165,23.434285714285714
156.0,165,23.505714285714287
157.0,165,23.954285714285714
158.0,165,24.111428571428572
159.0,165,24.111428571428572
160.0,180,24.325714285714287
161.0,180,24.325714285714287
162.0,180,24.514285714285716
163.0,180,24.514285714285716
164.0,180,24.514285714285716
165.0,180,24.542857142857144
166.0,180,24.542857142857144
167.0,180,24.542857142857144
168.0,180,24.56
169.0,180,24.56
170.0,180,24.56
171.0,180,24.56
172.0,180,24.908571428571427
173.0,180,25.257142857142856
174.0,180,25.594285714285714
175.0,180,25.725714285714286
176.0,207,26.18857142857143
177.0,207,26.251428571428573
178.0,207,26.28
179.0,207,26.3
180.0,207,26.32857142857143
181.0,207,26.32857142857143
182.0,207,26.32857142857143
183.0,207,26.32857142857143
184.0,207,26.742857142857144
185.0,207,26.742857142857144
186.0,207,26.8
187.0,207,27.068571428571428
188.0,207,27.068571428571428
189.0,207,27.068571428571428
190.0,207,27.068571428571428
191.0,207,27.068571428571428
192.0,207,27.068571428571428
193.0,207,27.068571428571428
194.0,207,27.18
195.0,207,27.18
196.0,207,27.254285714285714
197.0,207,27.65142857142857
198.0,207,27.82857142857143
199.0,207,28.074285714285715
200.0,207,28.074285714285715
